1,24,30561,109,24
1,7,35546,115,7
1,86,34836,118,86
1,7,35985,110,7
1,79,29317,104,79
1,70,28715,110,70
2,45,38381,104,90
1,22,36276,114,22
1,58,26788,114,58
1,5,23442,109,5
2,92,24337,108,184
2,73,22899,112,146
1,11,27245,115,11
2,44,22690,116,88
2,18,28328,112,36
2,33,31989,117,66
1,77,33746,120,77
1,57,20032,120,57
1,73,32105,119,73
2,48,30059,106,96
1,100,21813,115,100
2,42,28635,118,84
2,73,36007,114,146
1,7,33534,108,7
1,25,32320,115,25
2,31,34345,111,62
2,79,21494,119,158
1,16,34977,109,16
1,50,24193,118,50
1,98,30246,112,98
1,81,24286,100,81
1,77,20646,113,77
2,2,28825,111,4
1,6,21311,114,6
2,78,29859,120,156
2,97,22026,114,194
2,46,39879,106,92
2,95,25510,100,190
1,7,31041,100,7
1,21,20420,105,21
2,84,31253,109,168
2,91,21670,116,182
2,39,39196,120,78
1,94,22302,100,94
2,56,36414,102,112
1,47,35874,108,47
2,93,37412,107,186
1,34,33846,106,34
1,83,27713,113,83
1,6,38632,112,6
1,1,20510,103,1
1,7,34110,120,7
2,80,25945,108,160
2,21,32106,101,42
1,90,22429,109,90
1,21,39188,115,21
1,11,38286,106,11
1,33,27599,110,33
2,77,26096,100,154
2,99,27914,100,198
2,91,27899,120,182
1,12,27917,120,12
1,69,37442,110,69
1,95,35480,103,95
1,28,30071,116,28
2,77,28970,115,154
1,93,33164,115,93
2,34,33734,103,68
2,98,30073,107,196
1,79,31640,106,79
2,54,32597,114,108
1,30,21775,108,30
2,26,26186,108,52
1,5,20138,101,5
2,43,25261,117,86
1,55,23280,102,55
1,36,35114,110,36
1,80,31536,116,80
2,66,29742,110,132
2,35,31117,119,70
1,79,23894,101,79
2,16,30332,109,32
2,98,20489,105,196
1,8,25465,100,8
1,58,30356,104,58
1,39,23926,100,39
1,26,22515,115,26
2,54,37253,111,108
1,9,36996,112,9
1,81,20010,113,81
2,92,23795,103,184
1,78,20273,116,78
1,86,36845,113,86
2,33,28912,108,66
2,54,33956,109,108
1,82,33146,113,82
1,49,25879,103,49
1,26,31686,118,26
2,33,31853,113,66
1,44,29847,105,44
1,48,27457,111,48
2,1,27277,119,2
2,3,37334,105,6
1,58,38087,100,58
2,13,32270,107,26
1,45,37007,108,45
1,12,25182,119,12
2,23,34295,100,46
1,3,32474,113,3
1,81,38530,115,81
2,58,38180,100,116
2,33,35937,100,66
1,6,35079,116,6
2,49,29228,112,98
1,4,37857,104,4
1,81,33726,102,81
2,40,26720,115,80
2,21,27281,104,42
1,66,39339,107,66
2,61,22273,113,122
2,58,28923,112,116
1,86,22208,112,86
1,84,24409,110,84
1,91,24962,107,91
2,94,23543,116,188
2,46,38381,108,92
2,27,35062,107,54
1,3,37169,111,3
2,95,35182,120,190
1,20,32069,118,20
2,14,31415,120,28
1,20,28424,102,20
1,17,20824,116,17
1,79,22695,118,79
1,98,31223,106,98
2,10,24112,106,20
2,19,39604,116,38
1,18,21667,106,18
2,54,36114,100,108
2,65,25180,113,130
1,87,25760,111,87
2,73,37170,117,146
1,20,21260,100,20
1,93,32495,108,93
1,56,23713,116,56
1,67,25189,113,67
2,58,28743,102,116
1,32,30496,107,32
2,2,32752,120,4
1,4,28620,109,4
1,49,20040,113,49
2,2,39600,109,4
2,49,28454,100,98
1,51,28247,108,51
2,16,34000,110,32
2,71,32663,120,142
1,73,21287,100,73
2,58,39533,115,116
2,72,25989,119,144
2,56,29276,107,112
2,25,24200,104,50
2,41,37803,118,82
2,60,23834,100,120
2,74,36898,101,148
1,32,37810,110,32
1,64,26058,119,64
2,15,33099,113,30
2,16,26378,107,32
2,29,34660,113,58
2,83,32880,100,166
2,19,32181,119,38
1,18,25717,112,18
1,72,20538,111,72
1,67,34087,105,67
1,89,31669,119,89
2,32,29427,113,64
2,74,20497,109,148
1,81,21385,114,81
2,33,29243,109,66
2,79,36054,106,158
2,55,37551,103,110
1,9,30383,106,9
1,76,38422,120,76
1,5,28278,116,5
1,56,20514,111,56
1,27,35915,100,27
2,93,22662,118,186
1,49,22028,116,49
2,13,23677,106,26
2,93,28640,118,186
1,78,30862,120,78
1,79,38414,105,79
2,9,28580,116,18
2,48,37836,104,96
1,75,34233,108,75
2,55,38545,112,110
1,48,25575,100,48
1,85,20257,103,85
1,22,37245,118,22
2,6,21906,117,12
2,98,33470,108,196
1,87,25987,102,87
1,54,36724,101,54
1,65,34788,102,65
2,24,24130,120,48
1,69,30283,114,69
1,32,27831,113,32
1,64,38683,110,64
1,37,25978,110,37
2,41,27820,114,82
1,72,28760,101,72
1,69,37922,115,69
1,40,26307,118,40
1,9,22919,119,9
2,11,34827,111,22
2,24,27133,109,48
2,78,21377,120,156
1,3,38341,117,3
2,1,32437,118,2
2,44,26410,115,88
2,91,34587,115,182
2,18,35910,106,36
1,19,28241,115,19
1,50,35185,103,50
1,82,27297,107,82
2,70,32218,107,140
2,42,37281,110,84
2,16,34126,117,32
2,94,35212,113,188
2,58,35852,117,116
1,16,27763,102,16
2,9,31030,118,18
2,64,31659,101,128
2,75,37070,113,150
2,29,26411,110,58
2,92,25706,116,184
2,92,22405,101,184
2,42,29734,100,84
1,26,24247,100,26
1,2,25132,108,2
1,71,25954,110,71
2,4,22372,118,8
1,83,38466,110,83
1,29,31687,108,29
2,60,32817,106,120
2,10,39046,112,20
2,76,22455,118,152
1,69,26224,115,69
1,4,20714,114,4
1,16,20487,107,16
1,7,34900,101,7
1,78,25935,109,78
2,93,22545,100,186
1,4,26468,116,4
2,51,33932,105,102
2,51,35413,114,102
2,99,23898,109,198
1,47,31531,102,47
1,13,34777,120,13
2,66,31337,103,132
2,48,32491,103,96
1,6,26892,110,6
2,10,34094,111,20
2,48,26219,114,96
2,15,27299,110,30
1,12,39978,120,12
2,11,37330,112,22
2,26,32085,107,52
2,100,26889,112,200
1,56,29700,111,56
1,82,21021,102,82
2,50,28191,111,100
2,2,31845,101,4
1,13,26938,111,13
2,91,23677,102,182
1,85,26102,110,85
1,81,28332,113,81
2,63,33828,101,126
2,98,32582,119,196
2,36,22016,100,72
1,27,31367,118,27
1,93,37910,115,93
1,56,27548,103,56
2,62,33334,108,124
1,2,26599,110,2
2,38,26582,118,76
2,27,38884,119,54
1,95,22463,120,95
2,88,34020,113,176
2,71,35316,120,142
1,49,30491,101,49
2,3,34727,104,6
2,28,23414,102,56
2,30,24425,104,60
1,2,25126,106,2
1,51,38423,115,51
2,23,36348,105,46
2,70,27972,115,140
2,39,20029,114,78
2,43,38183,106,86
1,59,27773,119,59
2,4,33367,104,8
2,55,32178,115,110
1,32,32529,114,32
2,90,21806,103,180
1,4,29573,114,4
2,64,35650,112,128
1,23,35582,115,23
1,3,28263,107,3
1,8,33039,106,8
2,66,29450,103,132
1,25,28243,113,25
2,66,34883,112,132
1,41,33877,100,41
1,87,22018,107,87
2,89,30737,119,178
2,14,22644,112,28
2,45,20549,106,90
2,36,22199,103,72
2,16,39597,105,32
2,95,35088,100,190
2,96,21600,106,192
2,40,27559,113,80
1,98,32159,101,98
2,38,39914,105,76
1,69,26769,107,69
1,46,26846,118,46
1,96,20952,117,96
1,4,36215,117,4
1,83,37703,117,83
2,82,29561,114,164
1,36,39227,109,36
2,96,32651,111,192
2,96,25161,104,192
1,74,36410,118,74
2,36,35520,103,72
1,60,38642,106,60
2,6,36501,113,12
1,24,34423,102,24
2,5,31149,115,10
2,48,24714,114,96
1,58,36462,113,58
2,22,25011,107,44
1,62,27858,108,62
2,54,34883,113,108
2,59,29736,120,118
2,70,25497,107,140
2,52,33172,120,104
1,64,38843,114,64
1,67,37057,116,67
2,27,37146,101,54
1,73,20766,119,73
1,89,37094,104,89
1,87,36012,105,87
1,6,21317,119,6
1,73,33892,102,73
2,86,31520,101,172
2,21,23174,115,42
1,91,23450,115,91
2,94,35571,117,188
2,57,37971,110,114
1,41,37086,104,41
2,43,37180,116,86
2,27,20502,111,54
2,66,29274,100,132
2,35,39656,112,70
1,19,35651,106,19
1,76,31995,105,76
2,20,38898,114,40
2,42,30190,110,84
1,45,22615,109,45
2,48,33681,120,96
2,14,25338,114,28
2,28,23565,112,56
2,63,29810,101,126
2,76,29630,110,152
1,64,23241,108,64
1,12,39417,112,12
1,37,38873,111,37
1,29,25066,112,29
1,61,22056,107,61
1,43,29736,105,43
2,95,23074,102,190
2,95,34323,112,190
2,68,23604,105,136
1,41,39866,103,41
2,56,30155,105,112
2,9,37431,117,18
2,20,26625,104,40
1,47,33496,113,47
1,74,36879,115,74
2,59,37526,101,118
1,56,22227,112,56
1,16,29362,113,16
1,47,31945,111,47
2,30,28236,118,60
2,84,31576,111,168
1,7,29126,114,7
1,3,37486,100,3
2,38,22270,117,76
2,15,36248,119,30
1,55,38222,113,55
2,76,36247,118,152
2,89,26633,108,178
2,54,35226,116,108
2,62,24683,109,124
1,97,31123,108,97
1,19,23724,120,19
2,86,27139,102,172
2,17,33818,111,34
2,21,24951,105,42
1,83,24941,101,83
2,3,24682,117,6
1,66,36974,118,66
1,64,24471,120,64
2,17,36366,103,34
1,98,29489,105,98
1,86,20757,116,86
1,91,38975,106,91
2,71,29160,120,142
2,86,25116,100,172
1,64,37122,111,64
2,84,31346,106,168
1,73,20590,104,73
2,49,36986,112,98
2,9,32581,111,18
2,21,20728,111,42
1,58,30858,110,58
2,27,36823,110,54
2,73,35586,111,146
1,31,24084,103,31
2,81,33439,120,162
2,15,34551,101,30
1,12,35422,110,12
2,30,39057,120,60
1,87,25138,101,87
1,42,37493,102,42
1,28,28082,115,28
2,59,25515,110,118
2,31,30931,104,62
2,83,30458,102,166
2,30,21115,117,60
1,84,29212,112,84
1,23,25323,107,23
2,60,26732,116,120
1,40,29785,119,40
2,59,21899,114,118
1,92,21856,116,92
1,5,35550,100,5
1,80,25551,114,80
2,22,25350,114,44
1,36,30319,101,36
2,80,38124,120,160
2,21,23864,119,42
1,84,35162,108,84
2,67,31408,100,134
2,3,32760,110,6
1,20,20704,102,20
1,51,39895,118,51
1,31,32512,117,31
2,68,33284,111,136
1,50,39664,120,50
1,28,36810,104,28
1,6,36598,111,6
1,70,30386,118,70
2,88,32117,113,176
1,19,28819,111,19
2,22,23816,108,44
2,100,24672,102,200
1,38,38732,109,38
1,58,22577,109,58
2,6,25744,113,12
1,43,27444,109,43
1,13,36300,113,13
2,32,34668,102,64
2,24,36801,102,48
2,25,38636,120,50
1,5,34898,115,5
2,13,25564,111,26
2,49,33837,118,98
1,99,22402,112,99
1,42,20067,113,42
1,30,35842,110,30
2,4,28876,112,8
1,68,20076,108,68
2,7,32920,105,14
1,63,35266,101,63
1,92,23967,112,92
1,41,30989,100,41
2,44,30851,118,88
1,30,30197,117,30
1,78,35472,100,78
2,94,34930,120,188
1,86,36652,109,86
2,23,37760,103,46
1,18,25508,105,18
1,11,22121,111,11
2,16,26560,104,32
2,84,26483,104,168
1,41,27287,105,41
2,87,32638,105,174
2,56,28366,112,112
1,31,23643,104,31
2,80,37321,100,160
2,48,29471,115,96
2,27,36359,113,54
1,79,36380,113,79
1,17,34258,102,17
1,46,38514,114,46
2,93,30899,104,186
1,49,33353,109,49
1,61,26727,104,61
2,70,31545,108,140
2,29,26074,113,58
1,27,29638,100,27
1,57,35982,116,57
1,78,27713,108,78
2,86,31909,101,172
2,7,27105,105,14
2,40,39917,102,80
2,20,35589,114,40
2,35,25453,108,70
1,37,26832,119,37
1,62,22736,102,62
1,99,26685,109,99
2,18,39178,118,36
2,5,28624,118,10
1,35,34775,120,35
2,6,28043,108,12
1,26,26360,104,26
1,64,21309,115,64
2,31,27454,101,62
2,40,29001,120,80
1,39,26531,119,39
2,71,26798,106,142
1,24,23302,103,24
2,65,24461,101,130
1,59,25375,108,59
1,89,38880,110,89
2,97,29826,108,194
1,86,24066,106,86
2,22,22702,117,44
2,43,22496,104,86
1,48,24744,102,48
2,38,26118,118,76
1,40,27119,108,40
1,10,23231,118,10
1,16,27869,116,16
2,47,33527,112,94
1,65,20547,115,65
2,37,22453,116,74
2,69,39253,100,138
1,76,24338,113,76
2,46,38881,111,92
2,40,21128,100,80
2,6,25597,113,12
2,6,22837,118,12
1,64,22746,107,64
2,11,29147,109,22
2,15,21599,100,30
2,90,25569,102,180
1,22,21648,119,22
1,15,28059,119,15
1,76,29535,119,76
2,24,21559,103,48
2,56,35454,114,112
1,65,34925,120,65
2,23,26423,116,46
1,58,30514,104,58
2,88,26511,115,176
2,15,22658,100,30
1,51,23064,117,51
1,42,22284,109,42
2,49,38179,113,98
2,22,20784,117,44
1,73,24462,118,73
1,10,20898,109,10
1,47,39841,103,47
1,28,26480,107,28
2,41,35027,101,82
1,7,24377,118,7
2,78,35887,112,156
2,62,38432,109,124
2,23,38728,112,46
1,75,24567,115,75
1,19,36522,116,19
2,37,26543,111,74
2,87,32716,100,174
1,92,21142,104,92
1,74,20245,110,74
1,31,30124,109,31
1,14,36806,109,14
2,42,27807,104,84
1,29,23924,114,29
2,86,21775,112,172
1,49,32109,101,49
1,72,27295,104,72
1,34,32934,106,34
2,69,34602,101,138
2,48,32721,111,96
2,58,20611,109,116
1,28,24665,101,28
2,14,24886,107,28
2,60,34348,106,120
2,78,26558,108,156
1,37,21096,110,37
1,72,26103,110,72
1,92,38601,105,92
1,72,26618,102,72
1,70,22394,117,70
2,71,22666,104,142
1,13,25935,105,13
1,84,28337,113,84
1,49,21381,102,49
2,24,26839,110,48
2,73,32890,120,146
2,75,37381,120,150
1,54,38191,117,54
1,80,34221,116,80
1,95,24621,117,95
1,29,26002,117,29
1,96,32169,117,96
2,29,33715,112,58
1,22,32096,115,22
1,32,30234,113,32
1,27,35697,105,27
2,58,24756,105,116
2,1,24090,118,2
2,90,26276,112,180
1,34,35303,119,34
1,12,38069,108,12
1,49,27269,114,49
2,78,33949,114,156
2,49,29795,106,98
2,84,32593,108,168
1,26,33284,100,26
2,50,23715,101,100
1,67,34159,104,67
2,16,35680,113,32
2,49,34981,103,98
2,26,22021,112,52
1,64,39299,114,64
2,57,20501,107,114
1,45,35102,118,45
2,39,22808,109,78
1,78,28151,112,78
2,69,32437,103,138
1,2,30984,109,2
2,86,27194,103,172
2,7,32426,105,14
1,4,31047,113,4
1,18,27894,106,18
1,3,26454,106,3
2,66,22351,114,132
2,69,23872,100,138
2,90,35108,112,180
2,93,30755,103,186
2,72,27469,102,144
2,20,37758,118,40
2,91,36684,104,182
2,22,23433,120,44
2,68,36563,103,136
1,9,37587,105,9
2,48,27031,117,96
1,86,30933,115,86
2,84,31703,113,168
2,74,31918,110,148
1,64,28103,100,64
1,48,31087,118,48
1,53,21349,120,53
2,35,29534,117,70
2,12,29661,112,24
2,44,21191,113,88
1,40,33120,111,40
1,61,31285,107,61
1,88,24174,110,88
2,15,22642,120,30
2,91,29989,103,182
1,77,32447,108,77
2,58,28817,113,116
2,54,26325,120,108
1,35,29713,107,35
1,53,33373,116,53
2,14,29414,111,28
2,27,29539,112,54
1,85,30876,116,85
1,93,20506,103,93
1,98,23315,103,98
1,35,20269,105,35
2,70,26745,113,140
1,34,24169,118,34
1,18,26662,118,18
2,84,22801,113,168
1,49,32764,115,49
2,88,22274,111,176
2,26,39807,105,52
1,92,35905,102,92
1,48,21154,102,48
1,26,21082,112,26
2,1,39471,115,2
1,51,29392,113,51
1,5,21883,112,5
2,81,27029,110,162
2,23,26931,120,46
1,2,27874,116,2
2,54,31560,106,108
1,61,26107,110,61
2,98,25968,107,196
2,33,20798,101,66
2,20,21228,101,40
2,12,28823,118,24
2,26,21900,100,52
2,56,23675,111,112
2,48,22033,104,96
2,68,23126,100,136
1,86,39685,103,86
1,25,26342,100,25
2,64,20875,102,128
1,38,29428,104,38
2,17,20901,100,34
2,70,32348,101,140
2,77,24385,105,154
1,57,30910,120,57
2,22,29063,107,44
1,85,34443,110,85
1,51,31900,104,51
1,98,23391,116,98
1,18,24386,111,18
2,23,34027,105,46
2,45,37264,107,90
1,97,24737,116,97
1,68,20618,119,68
1,85,37880,106,85
1,54,22496,120,54
2,41,30099,100,82
2,49,21254,106,98
1,54,32059,120,54
1,36,24655,113,36
1,62,29459,113,62
2,6,28426,101,12
1,55,26451,118,55
1,68,37276,101,68
1,84,37794,117,84
1,95,37148,117,95
2,54,38415,109,108
2,77,20940,107,154
2,90,37467,115,180
2,45,33899,105,90
2,75,28232,117,150
2,20,29284,117,40
1,70,32649,105,70
1,43,20441,111,43
2,69,37282,114,138
2,22,22619,112,44
2,26,25301,104,52
2,21,27380,113,42
2,43,24951,103,86
2,52,32833,113,104
2,87,30467,101,174
1,9,39570,108,9
2,93,29497,109,186
2,46,23796,119,92
2,55,34782,112,110
1,38,29031,120,38
2,81,27487,103,162
1,41,31694,105,41
2,52,37657,115,104
2,51,21913,104,102
1,89,24628,116,89
1,64,38129,103,64
1,42,36034,100,42
2,56,20067,114,112
2,40,27725,115,80
2,75,27128,110,150
1,63,29873,115,63
1,4,28477,113,4
2,70,20550,108,140
2,37,27399,103,74
2,16,25282,119,32
2,38,34744,116,76
1,62,29800,115,62
1,65,25767,113,65
2,66,30736,120,132
2,37,32040,118,74
1,9,38574,113,9
1,68,38724,111,68
2,35,24549,100,70
2,2,24133,106,4
1,1,27347,102,1
1,43,28128,120,43
1,39,32847,117,39
1,22,31809,101,22
2,10,23078,115,20
2,82,26032,118,164
2,38,22663,119,76
2,38,32618,102,76
2,62,26403,106,124
1,95,26660,103,95
2,5,35331,117,10
1,14,38428,100,14
1,72,21279,101,72
1,43,38585,108,43
1,94,21971,120,94
2,31,38063,101,62
1,95,34478,108,95
2,18,34745,112,36
1,23,28536,119,23
1,4,23508,104,4
1,69,32641,110,69
1,36,22974,105,36
2,31,37228,110,62
1,62,23846,103,62
1,2,37798,113,2
1,41,20235,103,41
2,63,27559,117,126
1,39,29053,109,39
1,86,34342,109,86
1,22,29746,102,22
2,6,37337,112,12
2,82,38213,118,164
1,39,38282,108,39
2,39,27244,109,78
1,46,22302,102,46
2,72,28064,104,144
2,13,26476,102,26
1,24,24321,113,24
2,12,35692,106,24
2,29,24372,106,58
2,29,34062,102,58
1,68,36714,105,68
1,77,22754,113,77
2,11,27951,103,22
1,34,22736,115,34
1,88,34679,120,88
1,85,33045,118,85
2,69,38701,106,138
2,52,30991,103,104
2,23,37007,105,46
2,37,22316,109,74
2,40,29071,117,80
1,18,32056,108,18
2,33,32486,111,66
1,86,27905,100,86
2,78,26004,113,156
2,42,30652,116,84
2,71,32862,107,142
1,93,26433,113,93
2,67,28908,116,134
1,30,27016,114,30
1,56,36154,105,56
2,11,27634,100,22
2,31,38758,109,62
2,23,37297,108,46
1,21,23913,118,21
1,36,39265,110,36
1,20,31208,119,20
2,32,35976,100,64
1,60,28748,113,60
1,98,30674,102,98
2,81,25694,103,162
1,100,21003,119,100
2,64,38526,118,128
1,92,33400,110,92
2,87,29177,111,174
2,64,29121,111,128
1,30,36232,120,30
2,91,23824,108,182
1,4,24113,118,4
1,76,28690,113,76
2,11,26100,107,22
2,26,22458,117,52
2,55,20055,109,110
1,95,39942,107,95
1,79,26964,101,79
2,37,22583,102,74
1,26,32223,103,26
2,93,29933,107,186
1,1,23398,116,1
1,40,24580,101,40
2,93,22207,115,186
1,25,36175,101,25
1,10,21241,116,10
2,7,25994,109,14
2,47,35623,103,94
1,4,28449,113,4
1,12,37234,115,12
1,89,34831,104,89
1,65,22812,115,65
1,10,28311,100,10
2,29,31602,114,58
1,52,38168,114,52
2,72,37982,107,144
1,60,33498,107,60
1,74,31549,107,74
1,95,26219,114,95
1,17,29710,106,17
2,25,37038,118,50
2,13,33729,117,26
1,54,28793,106,54
1,8,33627,119,8
1,97,37055,110,97
2,4,22325,118,8
1,79,22667,118,79
1,41,35558,113,41
1,87,29047,113,87
2,82,24117,111,164
2,46,35285,111,92
1,31,23717,100,31
2,12,32333,108,24
2,37,33083,117,74
2,99,35090,111,198
1,8,23029,101,8
2,100,20491,106,200
1,81,20205,104,81
2,6,29653,106,12
2,92,30950,113,184
1,36,36105,117,36
1,17,32053,102,17
2,18,36817,112,36
1,77,39108,106,77
1,15,34778,103,15
2,67,36588,116,134
1,35,32114,115,35
1,14,35241,108,14
1,30,26583,100,30
2,96,24915,114,192
1,53,21189,106,53
2,100,24836,115,200
2,24,39995,109,48
1,83,34270,105,83
1,30,28009,107,30
1,89,22151,120,89
1,72,38801,108,72
2,21,28163,111,42
1,91,32931,101,91
1,1,37423,102,1
1,50,20576,117,50
1,69,36973,100,69
1,2,27051,102,2
1,36,35717,119,36
1,56,38058,119,56
1,22,26504,105,22
1,43,28790,113,43
1,64,37591,104,64
1,45,27492,115,45
2,26,37500,101,52
1,45,27439,119,45
2,55,29252,120,110
1,66,36613,120,66
2,34,23443,100,68
2,59,23537,104,118
2,49,29898,101,98
1,88,37204,117,88
1,4,24523,117,4
2,56,22248,102,112
1,95,33212,113,95
2,11,28701,100,22
1,69,21856,116,69
2,7,34353,100,14
2,38,38245,107,76
1,22,22055,111,22
1,49,37586,119,49
1,5,37271,105,5
2,35,26666,100,70
1,94,23714,118,94
2,89,37787,110,178
1,91,21121,106,91
2,51,37541,113,102
2,99,30572,114,198
1,68,39300,119,68
1,99,28625,110,99
1,11,38290,120,11
1,52,21607,114,52
1,71,32510,118,71
2,73,34756,119,146
1,28,28956,109,28
1,24,21734,107,24
2,9,24436,102,18
2,20,38544,120,40
1,54,24661,107,54
1,91,27338,113,91
2,61,34828,102,122
2,19,24062,106,38
1,59,31895,105,59
2,3,26008,114,6
1,44,25354,114,44
1,76,20946,118,76
2,52,33225,107,104
2,63,30373,107,126
2,15,25086,109,30
1,54,38156,119,54
2,86,28986,115,172
2,80,38235,110,160
1,90,33370,112,90
2,97,26587,103,194
2,89,37128,103,178
1,83,26078,120,83
2,65,31662,102,130
1,57,35588,114,57
1,50,27021,119,50
2,6,30171,120,12
2,35,28023,109,70
1,15,37747,116,15
1,74,28887,117,74
2,56,37493,115,112
1,61,34659,109,61
1,76,39669,118,76
2,84,23038,106,168
1,69,32335,100,69
2,45,28596,113,90
1,67,38593,102,67
2,36,32838,111,72
2,68,26252,106,136
2,75,28788,113,150
2,26,20548,101,52
1,24,20404,107,24
2,100,27925,108,200
1,26,20037,111,26
1,96,36225,101,96
2,10,20844,113,20
2,96,33830,116,192
1,36,27051,113,36
2,57,26076,113,114
1,41,22862,107,41
2,10,34323,107,20
1,77,26085,108,77
2,85,34806,112,170
2,30,39454,101,60
2,56,39437,101,112
2,77,20765,103,154
2,57,37598,100,114
2,18,37536,106,36
2,97,39302,115,194
1,91,24158,114,91
1,55,31827,100,55
1,12,37225,110,12
2,36,25829,106,72
2,40,34386,113,80
1,47,21248,100,47
1,87,28310,102,87
1,51,25015,120,51
2,21,23936,106,42
2,5,27461,117,10
